Id,SalePrice
1461,119029.139495
1462,153034.778689
1463,181011.214251
1464,197891.150498
1465,200308.085076
1466,166881.942478
1467,178263.220973
1468,160936.137123
1469,189803.447287
1470,121717.178308
1471,178841.896259
1472,97025.7670091
1473,94192.4950086
1474,142892.002288
1475,105541.693238
1476,357418.46314
1477,247012.277152
1478,302227.531198
1479,299969.022495
1480,468497.901699
1481,338099.289373
1482,214800.925152
1483,180414.274236
1484,163967.1569
1485,201236.593633
1486,192681.5202
1487,345843.575091
1488,238808.667345
1489,189161.574001
1490,244872.980283
1491,196737.657334
1492,92656.9181136
1493,187964.510089
1494,302075.086607
1495,290620.422873
1496,236332.872484
1497,176429.994862
1498,181471.375464
1499,170629.256532
1500,158035.162886
1501,172608.384613
1502,145678.208845
1503,293164.683634
1504,242973.773375
1505,227552.004943
1506,186408.600611
1507,236454.897503
1508,203467.757138
1509,160388.519849
1510,145314.987532
1511,158183.231676
1512,173560.244868
1513,149655.754129
1514,157149.874065
1515,186629.496628
1516,155545.711214
1517,168821.423397
1518,130659.861318
1519,207668.527188
1520,127865.077456
1521,129325.701986
1522,175455.211498
1523,109981.69247
1524,123909.526855
1525,118222.652003
1526,109128.183671
1527,106946.351974
1528,134688.917789
1529,154409.544759
1530,192777.325278
1531,109275.802746
1532,98867.4149031
1533,144591.767943
1534,127285.746142
1535,143517.150145
1536,107545.640399
1537,59228.2993893
1538,152576.80344
1539,189750.529627
1540,92742.0099521
1541,139288.197996
1542,138202.665053
1543,175039.910143
1544,89448.727268
1545,117430.957948
1546,142145.586413
1547,133293.495855
1548,139476.437498
1549,120734.074938
1550,138519.765287
1551,107092.648387
1552,135060.422104
1553,142469.366877
1554,116284.36571
1555,161111.209317
1556,87283.1844862
1557,106603.948024
1558,106125.122492
1559,68846.0523493
1560,130832.548996
1561,119504.921984
1562,131073.07229
1563,118688.903806
1564,153827.321005
1565,153844.494636
1566,237642.911088
1567,78308.6381648
1568,246734.452339
1569,130742.095106
1570,139331.487701
1571,112673.708328
1572,136709.678505
1573,222390.004503
1574,116850.744045
1575,237120.222487
1576,247177.469369
1577,177462.307957
1578,148557.404548
1579,149223.846227
1580,198382.485575
1581,156393.251091
1582,127222.809331
1583,282259.776557
1584,215106.276995
1585,135883.718026
1586,68956.0764953
1587,111256.71429
1588,150289.438365
1589,97036.4446501
1590,128736.749328
1591,91152.2292245
1592,114129.229295
1593,133635.258692
1594,120338.169535
1595,105944.785572
1596,209693.526292
1597,201812.343975
1598,231445.515116
1599,172368.551079
1600,165944.789546
1601,65915.9289768
1602,115458.46444
1603,76152.1129054
1604,259013.686453
1605,240843.89727
1606,166533.822777
1607,177241.292492
1608,221013.350991
1609,180666.049985
1610,153054.081933
1611,135384.43119
1612,170740.492011
1613,163876.13273
1614,126717.251767
1615,92066.9802083
1616,78503.7828817
1617,93018.3472716
1618,131186.486704
1619,142636.821194
1620,149410.106347
1621,131786.657855
1622,145950.34006
1623,259436.827926
1624,208798.555069
1625,117631.275942
1626,173706.794429
1627,194752.188849
1628,278328.671285
1629,185479.70396
1630,325940.053042
1631,224727.515028
1632,240452.536591
1633,182255.328542
1634,186966.828626
1635,172586.299539
1636,152680.086964
1637,196060.980639
1638,177144.291088
1639,186875.029664
1640,246806.840545
1641,180760.616027
1642,250215.953796
1643,216195.883281
1644,246839.031259
1645,193451.530411
1646,161472.672607
1647,162346.96646
1648,127940.977756
1649,142958.605913
1650,114950.62626
1651,119409.615377
1652,98120.9953622
1653,100335.89729
1654,143788.590804
1655,129649.898533
1656,140719.753272
1657,148165.820638
1658,148368.39058
1659,116603.888102
1660,155711.227141
1661,425315.561331
1662,383934.266367
1663,364196.309434
1664,454583.38781
1665,303896.521962
1666,330721.375773
1667,373255.623219
1668,350643.724554
1669,318895.887754
1670,348182.948693
1671,266633.29576
1672,412643.428241
1673,292516.826503
1674,238287.732469
1675,199776.360011
1676,192870.172857
1677,221296.737811
1678,440162.257759
1679,392165.692758
1680,313435.329584
1681,248478.240857
1682,331165.557756
1683,185648.691663
1684,180583.905078
1685,175411.795069
1686,170116.723173
1687,176564.686006
1688,189873.839699
1689,195300.10316
1690,202150.525012
1691,192200.689627
1692,264819.704539
1693,178781.256171
1694,185219.748391
1695,171537.351735
1696,268184.869606
1697,175956.183429
1698,344208.403403
1699,310401.465041
1700,256969.167367
1701,271310.161679
1702,233613.46548
1703,240687.507678
1704,273224.501066
1705,248408.766483
1706,355576.874688
1707,209684.804319
1708,203453.016609
1709,262142.305368
1710,217845.200984
1711,285402.235281
1712,250688.470754
1713,281465.741139
1714,226234.054386
1715,208740.145237
1716,184524.942933
1717,180468.730125
1718,137683.629936
1719,211509.321932
1720,230379.145647
1721,160098.821148
1722,123963.803979
1723,154107.322616
1724,199327.020079
1725,236333.927147
1726,182969.696217
1727,154623.563818
1728,170750.877576
1729,169891.836435
1730,149576.985648
1731,118067.058067
1732,125998.850002
1733,111016.604053
1734,121110.910425
1735,122350.07376
1736,105202.078757
1737,292891.449585
1738,271019.409104
1739,225448.57927
1740,204433.082306
1741,186873.49242
1742,169539.44485
1743,180382.344293
1744,339879.001238
1745,214517.688491
1746,182008.547409
1747,215626.120736
1748,209233.185268
1749,139907.252955
1750,119467.010099
1751,249707.633952
1752,115863.605766
1753,148980.491793
1754,192158.879007
1755,165747.829013
1756,127632.278304
1757,122815.090571
1758,147799.004143
1759,163985.462956
1760,166563.873692
1761,144347.990465
1762,173933.410231
1763,191019.574728
1764,117059.371291
1765,159440.864918
1766,197995.603188
1767,215925.399977
1768,140491.287206
1769,173525.551713
1770,160745.429054
1771,118407.963766
1772,126559.027125
1773,122200.738085
1774,139514.940063
1775,145629.677954
1776,132607.985437
1777,110424.557358
1778,141863.834961
1779,126258.245238
1780,178340.86887
1781,125623.461527
1782,86118.8626946
1783,142325.338727
1784,110443.441295
1785,124176.067579
1786,131664.44248
1787,163477.112866
1788,61020.8942803
1789,98296.4471172
1790,83098.3384197
1791,183525.784832
1792,155797.943904
1793,131366.966169
1794,159641.66641
1795,135100.99971
1796,131897.335399
1797,111331.078618
1798,119378.499901
1799,112570.20397
1800,132415.332083
1801,127055.203747
1802,132670.004024
1803,147726.035763
1804,136423.858574
1805,135498.944654
1806,123827.443045
1807,140405.340759
1808,127294.003292
1809,126500.116998
1810,139235.434803
1811,94778.4505774
1812,96649.0844928
1813,128374.750184
1814,100559.632026
1815,54081.4285926
1816,101970.76765
1817,106380.193977
1818,141435.561257
1819,119831.4729
1820,57654.5892995
1821,112543.112095
1822,155298.267517
1823,50558.3148504
1824,127831.811521
1825,138440.414823
1826,106427.075075
1827,103207.287394
1828,135631.910883
1829,128053.104338
1830,140253.054565
1831,143123.353694
1832,70665.068088
1833,139563.227896
1834,114874.913688
1835,107568.492805
1836,117610.760824
1837,85339.5064527
1838,124781.499522
1839,103307.509864
1840,142811.387151
1841,133592.984914
1842,95081.9757015
1843,127404.603261
1844,147805.045241
1845,146963.893324
1846,159531.642951
1847,175237.449269
1848,55131.5873301
1849,108038.329406
1850,116734.03605
1851,145422.987416
1852,127746.357937
1853,123874.85554
1854,163004.219682
1855,154834.721456
1856,231441.699604
1857,123773.464588
1858,128935.310296
1859,117717.43711
1860,147041.294097
1861,116042.295368
1862,331250.174773
1863,303958.618347
1864,304065.444414
1865,332844.951896
1866,325104.454428
1867,222762.711869
1868,278789.78358
1869,203179.515188
1870,224848.167619
1871,259895.547091
1872,178219.35484
1873,250317.046477
1874,155659.898451
1875,198123.384562
1876,201511.436295
1877,209958.158768
1878,202286.782289
1879,130625.504459
1880,129637.786247
1881,242244.067766
1882,237708.499296
1883,180932.997948
1884,199717.468879
1885,228966.166309
1886,279945.780351
1887,221046.434166
1888,268673.34051
1889,173883.012935
1890,112318.910929
1891,131189.899366
1892,96913.75524
1893,130325.977165
1894,125649.723677
1895,129525.545505
1896,126804.5624
1897,121449.595126
1898,110090.931633
1899,166549.882671
1900,154274.272586
1901,180324.571663
1902,156656.693491
1903,228622.619997
1904,139096.518766
1905,194853.594826
1906,146410.255288
1907,197489.755721
1908,109535.843511
1909,133749.386855
1910,118505.150351
1911,225640.995972
1912,334743.364016
1913,130488.035161
1914,63193.4911089
1915,296556.512495
1916,61580.0681893
1917,234170.499068
1918,141546.410245
1919,174165.499119
1920,149668.39116
1921,364537.801785
1922,312975.323448
1923,240619.604545
1924,229271.929241
1925,196006.020047
1926,347280.533009
1927,132129.588274
1928,163071.552181
1929,124718.88742
1930,129657.774699
1931,139022.392117
1932,134601.069707
1933,192551.277077
1934,182084.268236
1935,172236.648987
1936,197079.963852
1937,185831.903869
1938,171039.178836
1939,238211.67201
1940,193852.211191
1941,166410.392417
1942,179618.034389
1943,223729.040345
1944,377503.256176
1945,396649.732164
1946,124838.057916
1947,275136.246005
1948,166664.097369
1949,256346.941685
1950,190594.774928
1951,230292.28783
1952,201273.68137
1953,172380.411354
1954,183046.052457
1955,135265.59531
1956,300937.749635
1957,146691.602314
1958,281959.640722
1959,147395.414087
1960,111706.187099
1961,124337.802747
1962,97753.3456687
1963,105222.991025
1964,105186.667186
1965,142926.158156
1966,134789.904732
1967,298196.990106
1968,413790.634344
1969,375584.759293
1970,406054.939723
1971,481356.122447
1972,376344.020128
1973,277258.546607
1974,341741.325631
1975,495374.160517
1976,278465.989977
1977,354864.979312
1978,351446.022771
1979,313561.339996
1980,198778.608096
1981,325995.807798
1982,223298.792001
1983,208576.43687
1984,166452.360289
1985,229735.368217
1986,211384.638032
1987,184339.885098
1988,175746.966003
1989,191499.037843
1990,204556.777817
1991,231576.808615
1992,213652.366058
1993,169616.72677
1994,222430.944809
1995,182992.814261
1996,251979.614599
1997,327996.84836
1998,296200.249837
1999,298530.050413
2000,319744.902982
2001,287824.217139
2002,247928.566835
2003,260585.989367
2004,286175.054705
2005,231405.05573
2006,221912.093234
2007,252831.137368
2008,217416.369254
2009,203040.386041
2010,193791.725775
2011,140350.267191
2012,178165.189425
2013,177029.504017
2014,184517.707557
2015,211006.015515
2016,191048.198344
2017,192358.320043
2018,116136.25897
2019,133101.777296
2020,98721.3169495
2021,99962.1610252
2022,194637.89129
2023,146338.60719
2024,276630.670941
2025,356199.436527
2026,176710.288501
2027,166333.157789
2028,153379.02604
2029,166773.892233
2030,259625.737493
2031,231677.382054
2032,253557.380037
2033,249535.232233
2034,179302.424953
2035,224114.163152
2036,207037.630335
2037,224442.279578
2038,341542.693295
2039,235239.850912
2040,284643.224018
2041,323284.305531
2042,208478.842823
2043,178082.113193
2044,167508.117181
2045,212825.790392
2046,156290.063736
2047,142739.763916
2048,143021.121845
2049,147283.798699
2050,171681.581752
2051,102835.710181
2052,122374.849666
2053,150302.859841
2054,89390.9389396
2055,156322.216488
2056,149823.646278
2057,111135.329168
2058,216908.893893
2059,134841.316424
2060,174504.250014
2061,165409.701555
2062,126405.817698
2063,120705.057536
2064,138861.923907
2065,121770.903706
2066,165288.890724
2067,110832.995867
2068,150478.189349
2069,85775.6928245
2070,117872.361613
2071,96273.0366219
2072,138073.555793
2073,126766.728361
2074,179893.97087
2075,147492.135979
2076,117445.214627
2077,156423.098544
2078,124043.762699
2079,132856.090684
2080,115281.560271
2081,127017.935194
2082,119054.074531
2083,148429.578684
2084,108256.358882
2085,112729.309032
2086,109694.543115
2087,121577.672988
2088,90929.1834247
2089,82992.4678375
2090,120550.472258
2091,111725.32162
2092,120220.993521
2093,106076.950423
2094,108499.615295
2095,157565.460387
2096,90198.5056772
2097,99644.0087148
2098,150026.777019
2099,54340.9389001
2100,74492.5535176
2101,112889.304968
2102,122479.489471
2103,108475.844631
2104,139293.421921
2105,130342.798636
2106,66307.0033724
2107,178330.507216
2108,116278.326041
2109,110338.361254
2110,118226.272295
2111,130345.410411
2112,135327.823884
2113,121978.575542
2114,121791.638116
2115,166200.635914
2116,115412.44202
2117,143303.304591
2118,131991.531521
2119,116307.367905
2120,108757.236652
2121,112521.158552
2122,117410.216725
2123,83733.8924498
2124,159529.096474
2125,120708.694402
2126,154951.989774
2127,170576.052793
2128,119985.379514
2129,83839.0620706
2130,131299.228714
2131,131077.445472
2132,107439.313405
2133,123518.186405
2134,117170.707595
2135,97714.5989954
2136,80455.8384896
2137,105011.546952
2138,135984.650915
2139,148374.862148
2140,138474.712845
2141,165869.898677
2142,128351.045389
2143,148962.409945
2144,119350.161137
2145,139754.536239
2146,174472.314572
2147,143682.324707
2148,133974.908047
2149,148762.478632
2150,247016.462055
2151,116442.901494
2152,165133.823471
2153,156944.906748
2154,100377.143646
2155,137513.416963
2156,232021.36603
2157,226913.469522
2158,247201.603189
2159,223987.65399
2160,185961.296795
2161,232164.135739
2162,363435.187685
2163,333350.89683
2164,253174.434551
2165,206630.297146
2166,162782.500908
2167,217701.601163
2168,189579.739475
2169,194326.761539
2170,210470.582483
2171,160683.661966
2172,131293.391713
2173,185711.458246
2174,218463.080136
2175,297069.053931
2176,313554.169061
2177,235271.041361
2178,211862.270105
2179,135358.248732
2180,208545.295948
2181,193476.088864
2182,224558.719732
2183,191212.813121
2184,116967.515411
2185,129460.707427
2186,145436.073791
2187,151217.843972
2188,154274.95824
2189,266842.40509
2190,75713.0855139
2191,77024.9866845
2192,86649.7152736
2193,109368.011166
2194,104809.003021
2195,100302.096819
2196,99324.3585545
2197,120033.328811
2198,164365.11832
2199,190875.69206
2200,140632.336112
2201,142071.346337
2202,225681.44486
2203,133390.430342
2204,183565.209559
2205,123250.930754
2206,139169.011981
2207,217590.936864
2208,267769.079088
2209,251451.608348
2210,122895.168259
2211,121153.287993
2212,123028.793533
2213,107700.815068
2214,134430.43077
2215,101817.934669
2216,141616.719371
2217,59769.9360785
2218,77309.4591329
2219,73007.5812343
2220,65324.871423
2221,297576.630772
2222,278710.71484
2223,285875.122401
2224,207621.954377
2225,117696.572199
2226,173169.380095
2227,191830.717955
2228,273474.932154
2229,251680.289899
2230,153968.729072
2231,209307.127919
2232,180887.033425
2233,185610.973603
2234,249370.965887
2235,218966.825525
2236,252153.759403
2237,298866.639193
2238,204940.440686
2239,101287.817773
2240,152382.341139
2241,157665.762041
2242,122968.013068
2243,134297.735533
2244,104563.055233
2245,99382.3355358
2246,139194.968306
2247,118062.68517
2248,117571.135189
2249,116535.154657
2250,129479.819766
2251,101267.615878
2252,183272.513293
2253,160247.460492
2254,184438.40656
2255,182881.599313
2256,169392.318357
2257,201714.105742
2258,158698.84141
2259,172458.402619
2260,147382.011142
2261,201032.806898
2262,210252.099938
2263,389551.967173
2264,486420.421543
2265,167593.069125
2266,309380.275728
2267,345557.34408
2268,421802.807467
2269,150568.58673
2270,202228.228323
2271,208917.960091
2272,195048.220276
2273,163264.714275
2274,181096.871168
2275,150338.513568
2276,185918.460124
2277,181706.661371
2278,149306.490028
2279,130489.114973
2280,110882.097687
2281,161851.363084
2282,182417.247782
2283,111093.255234
2284,116805.024332
2285,136459.859764
2286,122949.912668
2287,366269.365749
2288,276283.272098
2289,363335.251976
2290,433681.183404
2291,342741.546781
2292,446654.808891
2293,452467.703437
2294,408574.057795
2295,467471.113728
2296,279000.069161
2297,351959.519015
2298,356246.294201
2299,353113.594362
2300,331423.594385
2301,329396.205311
2302,256742.838712
2303,249950.928549
2304,258757.44388
2305,193664.761085
2306,188800.350117
2307,205166.771841
2308,228766.820357
2309,285181.62703
2310,214746.573373
2311,203533.850568
2312,174040.016609
2313,172343.778722
2314,170946.98517
2315,180549.220418
2316,194486.838401
2317,191511.720978
2318,175742.626199
2319,182776.531047
2320,184819.783972
2321,240928.894263
2322,184431.272066
2323,201918.542348
2324,192598.403908
2325,213479.767515
2326,184876.485118
2327,198735.084876
2328,218727.504941
2329,194439.170547
2330,181390.964012
2331,340613.326907
2332,392545.733326
2333,322337.971668
2334,258694.46616
2335,299837.855999
2336,296763.624372
2337,194306.550141
2338,259115.387101
2339,221433.837615
2340,370689.443734
2341,213369.809986
2342,240906.457759
2343,236001.375657
2344,213237.607291
2345,238184.069133
2346,215854.787944
2347,199640.342848
2348,246710.407073
2349,187494.969788
2350,317244.139783
2351,250852.820526
2352,251598.030353
2353,238604.045055
2354,142274.32172
2355,148150.788083
2356,149248.972351
2357,186847.126081
2358,205010.716955
2359,133133.798111
2360,113887.535193
2361,146473.648161
2362,247000.069287
2363,138605.302677
2364,153919.606669
2365,214572.550433
2366,194614.464204
2367,218611.565447
2368,220184.697008
2369,215751.488757
2370,169375.113695
2371,160998.510786
2372,194381.347428
2373,296412.397821
2374,321273.308549
2375,247794.171812
2376,288131.835723
2377,314734.814701
2378,156115.554011
2379,193778.79889
2380,150629.230962
2381,171953.468168
2382,214314.785537
2383,198039.625689
2384,239004.026102
2385,163489.715608
2386,131718.601574
2387,135796.623282
2388,105593.342905
2389,117505.07387
2390,156740.362775
2391,147133.020229
2392,115349.82814
2393,176906.16586
2394,146478.933331
2395,208823.657795
2396,142119.360433
2397,223512.564939
2398,131423.722842
2399,68190.4564551
2400,67337.1638961
2401,126042.77394
2402,138088.618692
2403,150851.101155
2404,158287.496407
2405,158185.22743
2406,143245.952468
2407,124237.958936
2408,149510.029451
2409,117170.595837
2410,168479.701048
2411,112352.98329
2412,156902.55503
2413,128554.226034
2414,171207.676288
2415,135289.70829
2416,129828.172698
2417,139262.483826
2418,138129.003045
2419,124454.499653
2420,120856.104016
2421,138234.755622
2422,105373.588815
2423,115550.06749
2424,151038.035699
2425,173498.120294
2426,130168.443396
2427,126311.996189
2428,191355.764538
2429,111778.110739
2430,133438.669647
2431,110697.551492
2432,150315.920394
2433,146083.777081
2434,135095.455251
2435,149646.73588
2436,108784.208212
2437,101419.189231
2438,124133.37485
2439,98812.1508908
2440,124897.579163
2441,92109.7232845
2442,96447.4044557
